datetime,loading,pressure,temperature,quality_true,datetime_predict,quality_predict,dt_diff
2022-01-15 14:09:00,1929.1038953256827,5.031971356344345,518.5891063356878,63.07,2022-01-15 14:39:00,62.841982286938205,60.0
2022-01-15 14:10:00,1925.5939964200456,5.031719057674606,516.1879134672703,66.36,2022-01-15 14:40:00,63.16503785219251,60.0
2022-01-15 14:11:00,1921.25823585856,5.019267556868833,516.2640343716371,66.07,2022-01-15 14:41:00,62.76920978938186,60.0
2022-01-15 14:12:00,1908.9367322809785,5.0191279502629005,518.1358562321151,67.45,2022-01-15 14:42:00,62.70248601119522,60.0
2022-01-15 14:13:00,1912.371736597598,5.034714645688866,513.2960427233738,65.11,2022-01-15 14:43:00,63.78472215698435,60.0
2022-01-15 14:14:00,1916.2605084137963,5.023378458640314,512.9384209971831,64.41,2022-01-15 14:44:00,63.37579657910325,60.0
2022-01-15 14:15:00,1913.984143227654,5.022078758660266,517.0362221816458,63.63,2022-01-15 14:45:00,62.87413003254732,60.0
2022-01-15 14:16:00,1913.698178385283,5.017412220836328,514.6125979998237,65.15,2022-01-15 14:46:00,63.00019393593679,60.0
2022-01-15 14:17:00,1918.382149815525,5.02022232552858,516.5276637827548,64.48,2022-01-15 14:47:00,62.81015823022229,60.0
2022-01-15 14:18:00,1917.7529826467128,5.020810059904149,517.9761475073918,62.08,2022-01-15 14:48:00,62.66555793742036,60.0
2022-01-15 14:19:00,1912.800114036344,5.029832894094634,513.9131256589616,63.34,2022-01-15 14:49:00,63.53563606768022,60.0
2022-01-15 14:20:00,1917.1132342049773,5.039702365403234,510.8266458741266,67.17,2022-01-15 14:50:00,64.17975140213369,60.0
2022-01-15 14:21:00,1923.8319494867208,5.0454800736852645,508.7138104739028,70.21,2022-01-15 14:51:00,64.52800242295234,60.0
2022-01-15 14:22:00,1923.0540196333156,5.048251570421546,513.5310345774893,65.14,2022-01-15 14:52:00,64.08693358042954,60.0
2022-01-15 14:23:00,1920.334325408796,5.049360418355169,513.3019180538608,64.2,2022-01-15 14:53:00,64.18733354767262,60.0
2022-01-15 14:24:00,1914.585971452689,5.046133538083342,513.8804979911105,66.37,2022-01-15 14:54:00,64.08498024018613,60.0
2022-01-15 14:25:00,1909.9097038031164,5.046857101684645,513.5420514174247,65.08,2022-01-15 14:55:00,64.21068459372424,60.0
2022-01-15 14:26:00,1909.9866440285916,5.039991995138712,510.88003711605774,65.12,2022-01-15 14:56:00,64.27830484271747,60.0
2022-01-15 14:27:00,1912.558509012918,5.029701120766594,512.5818763405525,64.66,2022-01-15 14:57:00,63.68962444735353,60.0
2022-01-15 14:28:00,1910.9902738820444,5.029037197308805,510.0846579951168,65.41,2022-01-15 14:58:00,63.975779655297764,60.0
2022-01-15 14:29:00,1906.1748626732783,5.026855685019691,513.9660884597786,63.25,2022-01-15 14:59:00,63.512423540224006,60.0
2022-01-15 14:30:00,1906.443148898324,5.0408961534293,513.6082284181848,65.25,2022-01-15 15:00:00,64.04236439618008,60.0
2022-01-15 14:31:00,1912.353220959616,5.039903950347656,512.7187034985012,66.36,2022-01-15 15:01:00,64.03271713935558,60.0
2022-01-15 14:32:00,1912.153459540364,5.042332227962538,513.3821617777503,63.26,2022-01-15 15:02:00,64.04297582866968,60.0
2022-01-15 14:33:00,1912.277137169601,5.038463111245047,515.6053632198265,66.36,2022-01-15 15:03:00,63.6472431517409,60.0
2022-01-15 14:34:00,1913.4008347861889,5.03623185623808,511.5832294673149,62.15,2022-01-15 15:04:00,64.02207186492619,60.0
2022-01-15 14:35:00,1911.479961585896,5.029512264662901,514.0659924455373,62.46,2022-01-15 15:05:00,63.52393789225285,60.0
2022-01-15 14:36:00,1915.170459841585,5.0401527510780495,511.3745417973898,62.03,2022-01-15 15:06:00,64.15851271696057,60.0
2022-01-15 14:37:00,1909.198453183168,5.03197184842572,513.0527684783349,63.85,2022-01-15 15:07:00,63.759119935838015,60.0
2022-01-15 14:38:00,1914.9460228773585,5.031393430207905,516.7182235397837,64.06,2022-01-15 15:08:00,63.23131898935603,60.0
2022-01-15 14:39:00,1916.2200578621555,5.0301492530149226,522.506782083335,63.62,2022-01-15 15:09:00,62.47064316881708,60.0
2022-01-15 14:40:00,1918.9074594922483,5.027510959916946,523.7649759203122,64.3,2022-01-15 15:10:00,62.184899625250836,60.0
2022-01-15 14:41:00,1918.998698784932,5.026049260863599,523.3148197766137,64.95,2022-01-15 15:11:00,62.18636935639698,60.0
2022-01-15 14:42:00,1921.7745852952064,5.026486651195596,523.6802699257537,64.64,2022-01-15 15:12:00,62.120686572735316,60.0
2022-01-15 14:43:00,1918.9659398260249,5.0243737031561295,523.7668097440005,65.43,2022-01-15 15:13:00,62.06988321797075,60.0
2022-01-15 14:44:00,1921.278736797598,5.02254864068992,525.9932103963557,66.47,2022-01-15 15:14:00,61.69474935483038,60.0
2022-01-15 14:45:00,1927.3920008344576,5.032263717626167,524.974130572018,62.85,2022-01-15 15:15:00,62.09672012511612,60.0
2022-01-15 14:46:00,1929.8407008250229,5.032554403344112,527.5778246679694,64.3,2022-01-15 15:16:00,61.75041380192998,60.0
2022-01-15 14:47:00,1918.33447789072,5.028933660699155,533.8399068039291,64.41,2022-01-15 15:17:00,60.9636069086624,60.0
2022-01-15 14:48:00,1921.7157609692547,5.0362750418939815,528.8201334342897,65.49,2022-01-15 15:18:00,61.83475740716662,60.0
2022-01-15 14:49:00,1926.3795749995916,5.030340946655644,529.220433393173,66.47,2022-01-15 15:19:00,61.506619475593524,60.0
2022-01-15 14:50:00,1914.799968492852,5.025962425876678,526.9586997109252,62.29,2022-01-15 15:20:00,61.78274576460866,60.0
2022-01-15 14:51:00,1915.0188083430555,5.026669351651334,531.1941145385865,66.64,2022-01-15 15:21:00,61.26553631673215,60.0
2022-01-15 14:52:00,1914.7742906580847,5.023420859382852,531.593588095343,64.08,2022-01-15 15:22:00,61.09662758346231,60.0
2022-01-15 14:53:00,1912.89038423786,5.023480157496089,530.8479622758267,64.86,2022-01-15 15:23:00,61.219623916123794,60.0
2022-01-15 14:54:00,1917.4084788630605,5.028894380850695,530.3047386880645,69.28,2022-01-15 15:24:00,61.431113056547204,60.0
2022-01-15 14:55:00,1907.402128830192,5.023279870181222,529.1041421397381,62.39,2022-01-15 15:25:00,61.50757453860252,60.0
2022-01-15 14:56:00,1906.9409359140752,5.030532862583805,533.0961308189565,64.33,2022-01-15 15:26:00,61.26617939802512,60.0
2022-01-15 14:57:00,1916.8308791116413,5.019853765158644,541.777490203247,66.06,2022-01-15 15:27:00,59.58032449070532,60.0
2022-01-15 14:58:00,1906.794792080606,5.013300714514436,538.2119175668828,65.29,2022-01-15 15:28:00,59.94284353446808,60.0
2022-01-15 14:59:00,1901.52081594382,5.014731288582615,541.063783840835,66.47,2022-01-15 15:29:00,59.67710658779825,60.0
2022-01-15 15:00:00,1902.6199828775132,5.008959511299114,540.2608740303848,62.2,2022-01-15 15:30:00,59.551506508980694,60.0
2022-01-15 15:01:00,1908.359008231172,5.012145182144935,541.265333071554,66.48,2022-01-15 15:31:00,59.46282214507601,60.0
2022-01-15 15:02:00,1906.5497019427685,5.008374589160518,540.6580581537654,65.84,2022-01-15 15:32:00,59.42414237578288,60.0
2022-01-15 15:03:00,1902.3751363415165,5.00528085349069,539.7276996124475,65.73,2022-01-15 15:33:00,59.48604978319178,60.0
2022-01-15 15:04:00,1907.53412502401,5.0,543.6707000267726,65.02,2022-01-15 15:34:00,58.66869269415964,60.0
2022-01-15 15:05:00,1905.5655891671693,5.003319894243906,540.9779817602783,62.45,2022-01-15 15:35:00,59.19741199969077,60.0
2022-01-15 15:06:00,1914.808849022175,5.009765993818531,539.781028577282,62.47,2022-01-15 15:36:00,59.491666254964905,60.0
2022-01-15 15:07:00,1910.25339628989,5.006502410546024,537.8333920489864,65.5,2022-01-15 15:37:00,59.6895256748447,60.0
2022-01-15 15:08:00,1913.335822857046,5.01521787119883,537.2352226953693,63.61,2022-01-15 15:38:00,60.063204103607646,60.0
2022-01-15 15:09:00,1903.3220330621905,5.02634905516287,536.6941470471462,63.11,2022-01-15 15:39:00,60.68380418710426,60.0
2022-01-15 15:10:00,1909.780089303401,5.032688040252666,533.4675064820278,64.5,2022-01-15 15:40:00,61.261081365791405,60.0
2022-01-15 15:11:00,1908.319009566293,5.039147135490141,531.8159692408597,59.11,2022-01-15 15:41:00,61.73046870259384,60.0
2022-01-15 15:12:00,1910.691034303796,5.027202008205221,534.9480971682552,60.72,2022-01-15 15:42:00,60.852119301037135,60.0
2022-01-15 15:13:00,1906.977719883346,5.019245112250396,534.677461686358,62.55,2022-01-15 15:43:00,60.637733965928355,60.0
2022-01-15 15:14:00,1916.737585338884,5.012970439972522,539.5573206334434,59.89,2022-01-15 15:44:00,59.62036629589008,60.0
2022-01-15 15:15:00,1924.382970024716,5.015785781955076,538.2840891809176,60.86,2022-01-15 15:45:00,59.80200022189152,60.0
2022-01-15 15:16:00,1928.804442089115,5.017625212318813,538.7295069733792,62.21,2022-01-15 15:46:00,59.75551050064684,60.0
2022-01-15 15:17:00,1925.43640020519,5.020990798108063,536.6112875539354,60.87,2022-01-15 15:47:00,60.209748893453806,60.0
2022-01-15 15:18:00,1923.722601972986,5.018681451051313,534.7615869962289,59.98,2022-01-15 15:48:00,60.38955519105774,60.0
2022-01-15 15:19:00,1922.4175348061024,5.016628691209811,539.6322382274525,63.56,2022-01-15 15:49:00,59.67743919604091,60.0
2022-01-15 15:20:00,1916.4195523974304,5.020381112632317,539.5825452547751,59.77,2022-01-15 15:50:00,59.90395000935545,60.0
2022-01-15 15:21:00,1909.61781267806,5.033252871905986,539.2750456141987,62.14,2022-01-15 15:51:00,60.51788636652614,60.0
2022-01-15 15:22:00,1906.5500201606792,5.03284702225023,536.6927792506253,59.19,2022-01-15 15:52:00,60.88535120404659,60.0
2022-01-15 15:23:00,1897.4572233131169,5.03825788848829,537.2473851989316,61.78,2022-01-15 15:53:00,61.128586250747716,60.0
2022-01-15 15:24:00,1903.7495936860637,5.040315410824824,538.4754158954354,61.42,2022-01-15 15:54:00,60.96219805722319,60.0
2022-01-15 15:25:00,1911.6155425081768,5.028310778705785,539.2436561883737,62.17,2022-01-15 15:55:00,60.31102567551299,60.0
2022-01-15 15:26:00,1912.909708309292,5.028401727423844,536.0590195489975,62.54,2022-01-15 15:56:00,60.72204590683676,60.0
2022-01-15 15:27:00,1915.6267686405615,5.013829814372783,533.7278764822141,60.29,2022-01-15 15:57:00,60.44752522758181,60.0
2022-01-15 15:28:00,1914.6212085210325,5.018755516098268,532.7831880195755,58.11,2022-01-15 15:58:00,60.76974443804903,60.0
2022-01-15 15:29:00,1914.316316133312,5.01068868683393,530.0284354288766,63.76,2022-01-15 15:59:00,60.8302357972594,60.0
2022-01-15 15:30:00,1913.2296877617048,5.0109690583873965,528.9120501555198,61.97,2022-01-15 16:00:00,60.999308440137455,60.0
2022-01-15 15:31:00,1920.6472797922631,5.016435170359892,527.8044560530634,60.99,2022-01-15 16:01:00,61.24800962000579,60.0
